strategy_id,family,category,market,lookback_d,holding_d,weighting,universe,tier,shortable,gross_sharpe,ann_turnover_x,cost_drag_sr,net_cost_sharpe,noise_floor,net_deflated_sharpe,t_naive,t_deflated,survives_95,survives_strict
Commodity TS-momentu|commodity_fut|L20|H1|rank|all,Commodity TS-momentum,futures,commodity_fut,20,1,rank,all,A,True,0.938,44.7,0.149,0.789,0.819,-0.03,2.73,-0.11,False,False
"Value (E/P, CH-3 VMG|HK_equity|L250|H10|vol_|top300","Value (E/P, CH-3 VMG)",equity_factor,HK_equity,250,10,vol_scaled,top300,A,True,0.856,5.7,0.069,0.787,0.819,-0.032,2.73,-0.11,False,False
Commodity curve mome|commodity_fut|L10|H60|vol_|ex_smal,Commodity curve momentum,futures,commodity_fut,10,60,vol_scaled,ex_small30,A,True,0.803,4.6,0.015,0.787,0.819,-0.032,2.73,-0.11,False,False
Commodity curve mome|commodity_fut|L20|H60|equa|top300,Commodity curve momentum,futures,commodity_fut,20,60,equal,top300,A,True,0.798,4.6,0.015,0.783,0.819,-0.036,2.71,-0.13,False,False
Commodity basis-mome|commodity_fut|L10|H20|vol_|all,Commodity basis-momentum,futures,commodity_fut,10,20,vol_scaled,all,A,True,0.809,8.0,0.027,0.782,0.819,-0.037,2.71,-0.13,False,False
Mispricing composite|HK_equity|L10|H60|vol_|liquid_,Mispricing composite (SY),equity_factor,HK_equity,10,60,vol_scaled,liquid_top50pct,B,False,0.838,4.6,0.056,0.782,0.819,-0.037,2.71,-0.13,False,False
Index-futures basis |commodity_fut|L60|H20|equa|ex_smal,Index-futures basis (IF/IC),futures,commodity_fut,60,20,equal,ex_small30,B,True,0.821,12.0,0.04,0.781,0.819,-0.038,2.7,-0.13,False,False
Commodity TS-momentu|commodity_fut|L120|H60|rank|liquid_,Commodity TS-momentum,futures,commodity_fut,120,60,rank,liquid_top50pct,A,True,0.8,5.8,0.019,0.781,0.819,-0.039,2.7,-0.13,False,False
Commodity TS-momentu|commodity_fut|L250|H60|rank|ex_smal,Commodity TS-momentum,futures,commodity_fut,250,60,rank,ex_small30,A,True,0.796,5.8,0.019,0.776,0.819,-0.043,2.69,-0.15,False,False
Commodity basis-mome|commodity_fut|L250|H5|valu|liquid_,Commodity basis-momentum,futures,commodity_fut,250,5,value,liquid_top50pct,A,True,0.828,16.0,0.053,0.775,0.819,-0.045,2.68,-0.15,False,False
Index-futures basis |commodity_fut|L120|H60|equa|top300,Index-futures basis (IF/IC),futures,commodity_fut,120,60,equal,top300,B,True,0.797,6.9,0.023,0.774,0.819,-0.045,2.68,-0.16,False,False
Mispricing composite|A_share|L10|H20|vol_|ex_smal,Mispricing composite (SY),equity_factor,A_share,10,20,vol_scaled,ex_small30,B,False,0.852,8.0,0.08,0.772,0.819,-0.047,2.67,-0.16,False,False
Commodity XS-momentu|commodity_fut|L250|H5|valu|top300,Commodity XS-momentum,futures,commodity_fut,250,5,value,top300,A,True,0.835,20.0,0.067,0.769,0.819,-0.05,2.66,-0.17,False,False
"Value (E/P, CH-3 VMG|A_share|L10|H1|valu|liquid_","Value (E/P, CH-3 VMG)",equity_factor,A_share,10,1,value,liquid_top50pct,A,True,0.947,17.9,0.179,0.769,0.819,-0.05,2.66,-0.17,False,False
Commodity TS-momentu|commodity_fut|L250|H60|equa|ex_smal,Commodity TS-momentum,futures,commodity_fut,250,60,equal,ex_small30,A,True,0.786,5.8,0.019,0.767,0.819,-0.052,2.66,-0.18,False,False
Commodity XS-momentu|index_fut|L250|H1|vol_|liquid_,Commodity XS-momentum,futures,index_fut,250,1,vol_scaled,liquid_top50pct,A,True,0.866,44.7,0.099,0.767,0.819,-0.053,2.66,-0.18,False,False
Index-futures basis |commodity_fut|L60|H20|vol_|top300,Index-futures basis (IF/IC),futures,commodity_fut,60,20,vol_scaled,top300,B,True,0.803,12.0,0.04,0.763,0.819,-0.056,2.64,-0.19,False,False
Index-futures basis |commodity_fut|L10|H20|valu|top300,Index-futures basis (IF/IC),futures,commodity_fut,10,20,value,top300,B,True,0.803,12.0,0.04,0.763,0.819,-0.056,2.64,-0.19,False,False
Commodity XS-momentu|index_fut|L60|H20|rank|all,Commodity XS-momentum,futures,index_fut,60,20,rank,all,A,True,0.781,10.0,0.022,0.759,0.819,-0.06,2.63,-0.21,False,False
Convertible bond arb|convertible|L60|H20|rank|top300,Convertible bond arbitrage,cross_asset,convertible,60,20,rank,top300,B,True,0.824,8.0,0.067,0.758,0.819,-0.061,2.63,-0.21,False,False
Index-futures basis |index_fut|L20|H20|vol_|top300,Index-futures basis (IF/IC),futures,index_fut,20,20,vol_scaled,top300,B,True,0.782,12.0,0.027,0.756,0.819,-0.063,2.62,-0.22,False,False
Index-futures basis |index_fut|L10|H20|valu|top300,Index-futures basis (IF/IC),futures,index_fut,10,20,value,top300,B,True,0.783,12.0,0.027,0.756,0.819,-0.063,2.62,-0.22,False,False
Commodity XS-momentu|index_fut|L250|H1|rank|ex_smal,Commodity XS-momentum,futures,index_fut,250,1,rank,ex_small30,A,True,0.856,44.7,0.099,0.756,0.819,-0.063,2.62,-0.22,False,False
Mispricing composite|A_share|L10|H20|vol_|liquid_,Mispricing composite (SY),equity_factor,A_share,10,20,vol_scaled,liquid_top50pct,B,False,0.834,8.0,0.08,0.754,0.819,-0.065,2.61,-0.22,False,False
Commodity TS-momentu|index_fut|L10|H5|equa|ex_smal,Commodity TS-momentum,futures,index_fut,10,5,equal,ex_small30,A,True,0.797,20.0,0.044,0.753,0.819,-0.066,2.61,-0.23,False,False
Commodity carry/basi|index_fut|L250|H20|vol_|ex_smal,Commodity carry/basis,futures,index_fut,250,20,vol_scaled,ex_small30,A,True,0.766,6.0,0.013,0.753,0.819,-0.066,2.61,-0.23,False,False
Commodity basis-mome|commodity_fut|L10|H60|rank|top300,Commodity basis-momentum,futures,commodity_fut,10,60,rank,top300,A,True,0.766,4.6,0.015,0.75,0.819,-0.069,2.6,-0.24,False,False
Commodity basis-mome|index_fut|L250|H60|vol_|top300,Commodity basis-momentum,futures,index_fut,250,60,vol_scaled,top300,A,True,0.759,4.6,0.01,0.748,0.819,-0.071,2.59,-0.25,False,False
Commodity multi-fact|commodity_fut|L5|H10|rank|all,Commodity multi-factor combo,futures,commodity_fut,5,10,rank,all,A,True,0.788,12.7,0.042,0.746,0.819,-0.073,2.58,-0.25,False,False
Mispricing composite|HK_equity|L120|H10|valu|all,Mispricing composite (SY),equity_factor,HK_equity,120,10,value,all,B,False,0.882,11.3,0.138,0.743,0.819,-0.076,2.57,-0.26,False,False
Commodity XS-momentu|commodity_fut|L10|H20|rank|liquid_,Commodity XS-momentum,futures,commodity_fut,10,20,rank,liquid_top50pct,A,True,0.776,10.0,0.033,0.742,0.819,-0.077,2.57,-0.27,False,False
Options variance ris|300ETF_option|L10|H10|rank|ex_smal,Options variance risk premium,options,300ETF_option,10,10,rank,ex_small30,B,True,1.137,33.9,0.396,0.741,0.819,-0.078,2.57,-0.27,False,False
Commodity basis-mome|index_fut|L20|H60|valu|ex_smal,Commodity basis-momentum,futures,index_fut,20,60,value,ex_small30,A,True,0.751,4.6,0.01,0.741,0.819,-0.078,2.57,-0.27,False,False
Commodity basis-mome|index_fut|L60|H5|valu|top300,Commodity basis-momentum,futures,index_fut,60,5,value,top300,A,True,0.776,16.0,0.036,0.74,0.819,-0.079,2.56,-0.27,False,False
Mispricing composite|A_share|L5|H20|rank|ex_smal,Mispricing composite (SY),equity_factor,A_share,5,20,rank,ex_small30,B,False,0.819,8.0,0.08,0.739,0.819,-0.081,2.56,-0.28,False,False
Commodity basis-mome|index_fut|L10|H1|vol_|all,Commodity basis-momentum,futures,index_fut,10,1,vol_scaled,all,A,True,0.818,35.8,0.08,0.738,0.819,-0.081,2.56,-0.28,False,False
"Value (E/P, CH-3 VMG|HK_equity|L60|H5|rank|ex_smal","Value (E/P, CH-3 VMG)",equity_factor,HK_equity,60,5,rank,ex_small30,A,True,0.834,8.0,0.098,0.736,0.819,-0.083,2.55,-0.29,False,False
Commodity XS-momentu|commodity_fut|L250|H10|rank|top300,Commodity XS-momentum,futures,commodity_fut,250,10,rank,top300,A,True,0.784,14.1,0.047,0.737,0.819,-0.083,2.55,-0.29,False,False
Commodity XS-momentu|index_fut|L120|H60|rank|ex_smal,Commodity XS-momentum,futures,index_fut,120,60,rank,ex_small30,A,True,0.748,5.8,0.013,0.735,0.819,-0.084,2.55,-0.29,False,False
Commodity multi-fact|index_fut|L60|H1|rank|top300,Commodity multi-factor combo,futures,index_fut,60,1,rank,top300,A,True,0.822,40.2,0.089,0.733,0.819,-0.086,2.54,-0.3,False,False
"Size (CH-3 SMB, ex-s|A_share|L250|H5|vol_|liquid_","Size (CH-3 SMB, ex-shell)",equity_factor,A_share,250,5,vol_scaled,liquid_top50pct,A,True,0.792,6.0,0.06,0.732,0.819,-0.087,2.54,-0.3,False,False
Commodity curve mome|commodity_fut|L250|H5|equa|liquid_,Commodity curve momentum,futures,commodity_fut,250,5,equal,liquid_top50pct,A,True,0.783,16.0,0.053,0.73,0.819,-0.089,2.53,-0.31,False,False
Commodity XS-momentu|commodity_fut|L5|H10|valu|all,Commodity XS-momentum,futures,commodity_fut,5,10,value,all,A,True,0.777,14.1,0.047,0.73,0.819,-0.089,2.53,-0.31,False,False
Short straddle/stran|50ETF_option|L10|H10|vol_|liquid_,Short straddle/strangle (50ETF),options,50ETF_option,10,10,vol_scaled,liquid_top50pct,B,True,1.117,33.9,0.396,0.721,0.819,-0.098,2.5,-0.34,False,False
ML cross-sectional (|A_share|L5|H20|rank|top300,ML cross-sectional (alpha101),ml_equity,A_share,5,20,rank,top300,C,True,0.921,20.0,0.2,0.721,0.819,-0.098,2.5,-0.34,False,False
"Value (E/P, CH-3 VMG|HK_equity|L250|H5|valu|liquid_","Value (E/P, CH-3 VMG)",equity_factor,HK_equity,250,5,value,liquid_top50pct,A,True,0.818,8.0,0.098,0.72,0.819,-0.099,2.5,-0.34,False,False
Options variance ris|300ETF_option|L120|H10|equa|all,Options variance risk premium,options,300ETF_option,120,10,equal,all,B,True,1.114,33.9,0.396,0.718,0.819,-0.101,2.49,-0.35,False,False
Short straddle/stran|300ETF_option|L250|H10|equa|ex_smal,Short straddle/strangle (50ETF),options,300ETF_option,250,10,equal,ex_small30,B,True,1.114,33.9,0.396,0.718,0.819,-0.101,2.49,-0.35,False,False
Commodity curve mome|index_fut|L60|H20|valu|all,Commodity curve momentum,futures,index_fut,60,20,value,all,A,True,0.734,8.0,0.018,0.716,0.819,-0.103,2.48,-0.36,False,False
Commodity XS-momentu|commodity_fut|L20|H1|equa|top300,Commodity XS-momentum,futures,commodity_fut,20,1,equal,top300,A,True,0.86,44.7,0.149,0.711,0.819,-0.108,2.46,-0.37,False,False
Commodity basis-mome|index_fut|L60|H20|equa|ex_smal,Commodity basis-momentum,futures,index_fut,60,20,equal,ex_small30,A,True,0.728,8.0,0.018,0.71,0.819,-0.109,2.46,-0.38,False,False
Commodity carry/basi|commodity_fut|L60|H10|vol_|liquid_,Commodity carry/basis,futures,commodity_fut,60,10,vol_scaled,liquid_top50pct,A,True,0.738,8.5,0.028,0.709,0.819,-0.11,2.46,-0.38,False,False
ML cross-sectional (|HK_equity|L250|H20|equa|top300,ML cross-sectional (alpha101),ml_equity,HK_equity,250,20,equal,top300,C,True,0.953,20.0,0.244,0.709,0.819,-0.11,2.46,-0.38,False,False
Mispricing composite|HK_equity|L250|H5|rank|top300,Mispricing composite (SY),equity_factor,HK_equity,250,5,rank,top300,B,False,0.905,16.0,0.196,0.709,0.819,-0.11,2.46,-0.38,False,False
Commodity TS-momentu|index_fut|L20|H60|rank|top300,Commodity TS-momentum,futures,index_fut,20,60,rank,top300,A,True,0.72,5.8,0.013,0.707,0.819,-0.112,2.45,-0.39,False,False
ML cross-sectional (|A_share|L60|H20|rank|all,ML cross-sectional (alpha101),ml_equity,A_share,60,20,rank,all,C,True,0.903,20.0,0.2,0.703,0.819,-0.116,2.43,-0.4,False,False
Mispricing composite|HK_equity|L5|H60|rank|liquid_,Mispricing composite (SY),equity_factor,HK_equity,5,60,rank,liquid_top50pct,B,False,0.757,4.6,0.056,0.701,0.819,-0.118,2.43,-0.41,False,False
Convertible bond arb|convertible|L60|H60|vol_|top300,Convertible bond arbitrage,cross_asset,convertible,60,60,vol_scaled,top300,B,True,0.738,4.6,0.038,0.699,0.819,-0.12,2.42,-0.42,False,False
Mispricing composite|A_share|L60|H60|valu|all,Mispricing composite (SY),equity_factor,A_share,60,60,value,all,B,False,0.746,4.6,0.046,0.699,0.819,-0.12,2.42,-0.41,False,False
Options variance ris|300ETF_option|L10|H60|valu|top300,Options variance risk premium,options,300ETF_option,10,60,value,top300,B,True,0.859,13.9,0.162,0.698,0.819,-0.121,2.42,-0.42,False,False
Deep RL portfolio|HK_equity|L250|H60|valu|liquid_,Deep RL portfolio,ml_equity,HK_equity,250,60,value,liquid_top50pct,C,True,0.874,14.4,0.176,0.697,0.819,-0.122,2.42,-0.42,False,False
Convertible bond arb|convertible|L250|H10|valu|all,Convertible bond arbitrage,cross_asset,convertible,250,10,value,all,B,True,0.791,11.3,0.094,0.697,0.819,-0.122,2.41,-0.42,False,False
"Value (E/P, CH-3 VMG|HK_equity|L120|H5|equa|top300","Value (E/P, CH-3 VMG)",equity_factor,HK_equity,120,5,equal,top300,A,True,0.794,8.0,0.098,0.696,0.819,-0.123,2.41,-0.43,False,False
Commodity basis-mome|index_fut|L10|H10|equa|liquid_,Commodity basis-momentum,futures,index_fut,10,10,equal,liquid_top50pct,A,True,0.721,11.3,0.025,0.695,0.819,-0.124,2.41,-0.43,False,False
ML cross-sectional (|HK_equity|L5|H60|equa|liquid_,ML cross-sectional (alpha101),ml_equity,HK_equity,5,60,equal,liquid_top50pct,C,True,0.836,11.5,0.141,0.695,0.819,-0.124,2.41,-0.43,False,False
Commodity multi-fact|commodity_fut|L10|H1|equa|liquid_,Commodity multi-factor combo,futures,commodity_fut,10,1,equal,liquid_top50pct,A,True,0.829,40.2,0.134,0.695,0.819,-0.125,2.41,-0.43,False,False
Commodity XS-momentu|commodity_fut|L10|H20|rank|all,Commodity XS-momentum,futures,commodity_fut,10,20,rank,all,A,True,0.727,10.0,0.033,0.694,0.819,-0.125,2.4,-0.43,False,False
Commodity TS-momentu|commodity_fut|L10|H1|equa|top300,Commodity TS-momentum,futures,commodity_fut,10,1,equal,top300,A,True,0.843,44.7,0.149,0.694,0.819,-0.125,2.4,-0.43,False,False
Mispricing composite|A_share|L5|H10|vol_|ex_smal,Mispricing composite (SY),equity_factor,A_share,5,10,vol_scaled,ex_small30,B,False,0.801,11.3,0.113,0.688,0.819,-0.131,2.38,-0.45,False,False
Index-futures basis |commodity_fut|L120|H5|equa|all,Index-futures basis (IF/IC),futures,commodity_fut,120,5,equal,all,B,True,0.768,24.0,0.08,0.688,0.819,-0.131,2.38,-0.45,False,False
Commodity curve mome|commodity_fut|L250|H20|vol_|ex_smal,Commodity curve momentum,futures,commodity_fut,250,20,vol_scaled,ex_small30,A,True,0.714,8.0,0.027,0.687,0.819,-0.132,2.38,-0.46,False,False
"Value (E/P, CH-3 VMG|HK_equity|L20|H10|equa|ex_smal","Value (E/P, CH-3 VMG)",equity_factor,HK_equity,20,10,equal,ex_small30,A,True,0.756,5.7,0.069,0.687,0.819,-0.132,2.38,-0.46,False,False
Commodity multi-fact|commodity_fut|L120|H1|rank|liquid_,Commodity multi-factor combo,futures,commodity_fut,120,1,rank,liquid_top50pct,A,True,0.82,40.2,0.134,0.685,0.819,-0.134,2.37,-0.46,False,False
Options variance ris|50ETF_option|L60|H10|valu|liquid_,Options variance risk premium,options,50ETF_option,60,10,value,liquid_top50pct,B,True,1.079,33.9,0.396,0.683,0.819,-0.136,2.37,-0.47,False,False
"Size (CH-3 SMB, ex-s|HK_equity|L20|H10|rank|liquid_","Size (CH-3 SMB, ex-shell)",equity_factor,HK_equity,20,10,rank,liquid_top50pct,A,True,0.734,4.2,0.052,0.682,0.819,-0.137,2.36,-0.47,False,False
Index-futures basis |index_fut|L60|H60|rank|ex_smal,Index-futures basis (IF/IC),futures,index_fut,60,60,rank,ex_small30,B,True,0.697,6.9,0.015,0.682,0.819,-0.137,2.36,-0.48,False,False
ML cross-sectional (|HK_equity|L250|H20|rank|all,ML cross-sectional (alpha101),ml_equity,HK_equity,250,20,rank,all,C,True,0.927,20.0,0.244,0.682,0.819,-0.137,2.36,-0.47,False,False
"Size (CH-3 SMB, ex-s|HK_equity|L20|H5|rank|all","Size (CH-3 SMB, ex-shell)",equity_factor,HK_equity,20,5,rank,all,A,True,0.754,6.0,0.073,0.681,0.819,-0.138,2.36,-0.48,False,False
Commodity basis-mome|commodity_fut|L120|H5|rank|top300,Commodity basis-momentum,futures,commodity_fut,120,5,rank,top300,A,True,0.731,16.0,0.053,0.677,0.819,-0.142,2.35,-0.49,False,False
Idiosyncratic volati|A_share|L10|H60|valu|ex_smal,Idiosyncratic volatility,equity_factor,A_share,10,60,value,ex_small30,B,False,0.746,6.9,0.069,0.676,0.819,-0.143,2.34,-0.49,False,False
Commodity TS-momentu|commodity_fut|L5|H10|vol_|top300,Commodity TS-momentum,futures,commodity_fut,5,10,vol_scaled,top300,A,True,0.722,14.1,0.047,0.675,0.819,-0.144,2.34,-0.5,False,False
Commodity basis-mome|commodity_fut|L120|H10|valu|all,Commodity basis-momentum,futures,commodity_fut,120,10,value,all,A,True,0.711,11.3,0.038,0.673,0.819,-0.146,2.33,-0.51,False,False
Commodity TS-momentu|index_fut|L5|H5|equa|ex_smal,Commodity TS-momentum,futures,index_fut,5,5,equal,ex_small30,A,True,0.717,20.0,0.044,0.673,0.819,-0.147,2.33,-0.51,False,False
"Value (E/P, CH-3 VMG|HK_equity|L60|H10|valu|all","Value (E/P, CH-3 VMG)",equity_factor,HK_equity,60,10,value,all,A,True,0.74,5.7,0.069,0.671,0.819,-0.148,2.32,-0.51,False,False
Commodity XS-momentu|commodity_fut|L60|H60|rank|ex_smal,Commodity XS-momentum,futures,commodity_fut,60,60,rank,ex_small30,A,True,0.689,5.8,0.019,0.67,0.819,-0.149,2.32,-0.52,False,False
Commodity XS-momentu|index_fut|L20|H5|valu|top300,Commodity XS-momentum,futures,index_fut,20,5,value,top300,A,True,0.715,20.0,0.044,0.67,0.819,-0.149,2.32,-0.52,False,False
Commodity curve mome|index_fut|L120|H5|rank|top300,Commodity curve momentum,futures,index_fut,120,5,rank,top300,A,True,0.702,16.0,0.036,0.667,0.819,-0.152,2.31,-0.53,False,False
Commodity basis-mome|commodity_fut|L60|H10|vol_|top300,Commodity basis-momentum,futures,commodity_fut,60,10,vol_scaled,top300,A,True,0.704,11.3,0.038,0.666,0.819,-0.153,2.31,-0.53,False,False
Commodity basis-mome|commodity_fut|L60|H10|rank|liquid_,Commodity basis-momentum,futures,commodity_fut,60,10,rank,liquid_top50pct,A,True,0.7,11.3,0.038,0.663,0.819,-0.156,2.3,-0.54,False,False
Commodity XS-momentu|index_fut|L60|H1|equa|liquid_,Commodity XS-momentum,futures,index_fut,60,1,equal,liquid_top50pct,A,True,0.758,44.7,0.099,0.659,0.819,-0.16,2.28,-0.56,False,False
Options variance ris|50ETF_option|L250|H60|rank|top300,Options variance risk premium,options,50ETF_option,250,60,rank,top300,B,True,0.821,13.9,0.162,0.659,0.819,-0.16,2.28,-0.55,False,False
"Size (CH-3 SMB, ex-s|A_share|L120|H20|vol_|ex_smal","Size (CH-3 SMB, ex-shell)",equity_factor,A_share,120,20,vol_scaled,ex_small30,A,True,0.687,3.0,0.03,0.657,0.819,-0.162,2.28,-0.56,False,False
"Size (CH-3 SMB, ex-s|A_share|L10|H10|rank|ex_smal","Size (CH-3 SMB, ex-shell)",equity_factor,A_share,10,10,rank,ex_small30,A,True,0.699,4.2,0.042,0.656,0.819,-0.163,2.27,-0.56,False,False
Commodity TS-momentu|commodity_fut|L60|H5|vol_|all,Commodity TS-momentum,futures,commodity_fut,60,5,vol_scaled,all,A,True,0.723,20.0,0.067,0.656,0.819,-0.163,2.27,-0.56,False,False
Commodity carry/basi|commodity_fut|L120|H60|valu|liquid_,Commodity carry/basis,futures,commodity_fut,120,60,value,liquid_top50pct,A,True,0.667,3.5,0.012,0.655,0.819,-0.164,2.27,-0.57,False,False
Index-futures basis |commodity_fut|L60|H10|vol_|top300,Index-futures basis (IF/IC),futures,commodity_fut,60,10,vol_scaled,top300,B,True,0.708,17.0,0.057,0.652,0.819,-0.167,2.26,-0.58,False,False
Commodity curve mome|commodity_fut|L120|H20|vol_|ex_smal,Commodity curve momentum,futures,commodity_fut,120,20,vol_scaled,ex_small30,A,True,0.679,8.0,0.027,0.652,0.819,-0.167,2.26,-0.58,False,False
PCR/skew/VIX market |300ETF_option|L10|H60|valu|top300,PCR/skew/VIX market timing,options,300ETF_option,10,60,value,top300,B,True,0.732,6.9,0.081,0.651,0.819,-0.168,2.26,-0.58,False,False
Convertible bond arb|convertible|L120|H60|vol_|all,Convertible bond arbitrage,cross_asset,convertible,120,60,vol_scaled,all,B,True,0.688,4.6,0.038,0.65,0.819,-0.169,2.25,-0.59,False,False
Commodity hedging pr|index_fut|L250|H60|rank|top300,Commodity hedging pressure,futures,index_fut,250,60,rank,top300,B,True,0.658,3.5,0.008,0.65,0.819,-0.169,2.25,-0.59,False,False
Commodity TS-momentu|index_fut|L5|H10|vol_|top300,Commodity TS-momentum,futures,index_fut,5,10,vol_scaled,top300,A,True,0.68,14.1,0.031,0.648,0.819,-0.171,2.25,-0.59,False,False
Profitability/qualit|HK_equity|L250|H20|rank|top300,Profitability/quality,equity_factor,HK_equity,250,20,rank,top300,A,True,0.697,4.0,0.049,0.648,0.819,-0.171,2.24,-0.59,False,False
Short straddle/stran|50ETF_option|L60|H5|rank|top300,Short straddle/strangle (50ETF),options,50ETF_option,60,5,rank,top300,B,True,1.205,48.0,0.56,0.645,0.819,-0.174,2.23,-0.6,False,False
ML cross-sectional (|HK_equity|L250|H20|equa|all,ML cross-sectional (alpha101),ml_equity,HK_equity,250,20,equal,all,C,True,0.888,20.0,0.244,0.644,0.819,-0.175,2.23,-0.61,False,False
Commodity TS-momentu|index_fut|L60|H60|equa|top300,Commodity TS-momentum,futures,index_fut,60,60,equal,top300,A,True,0.656,5.8,0.013,0.643,0.819,-0.176,2.23,-0.61,False,False
"Value (E/P, CH-3 VMG|A_share|L10|H5|valu|top300","Value (E/P, CH-3 VMG)",equity_factor,A_share,10,5,value,top300,A,True,0.723,8.0,0.08,0.643,0.819,-0.176,2.23,-0.61,False,False
Deep RL portfolio|A_share|L60|H10|rank|top300,Deep RL portfolio,ml_equity,A_share,60,10,rank,top300,C,True,0.994,35.4,0.354,0.641,0.819,-0.179,2.22,-0.62,False,False
Commodity hedging pr|index_fut|L60|H5|vol_|ex_smal,Commodity hedging pressure,futures,index_fut,60,5,vol_scaled,ex_small30,B,True,0.667,12.0,0.027,0.64,0.819,-0.179,2.22,-0.62,False,False
"Size (CH-3 SMB, ex-s|A_share|L20|H20|valu|top300","Size (CH-3 SMB, ex-shell)",equity_factor,A_share,20,20,value,top300,A,True,0.669,3.0,0.03,0.639,0.819,-0.18,2.21,-0.62,False,False
